Title	Author	Date	Availability	Genre	Subgenre	Form	Regularisation	Nb of tokens (c.)	File	
L'ILLUSTRE CORSAIRE, TRAGI-COMÉDIE	MAIRET, Jean (1604-1686)	1640	cc-by-nc-sa	theatre	tragicomedy	verse	yes	17563	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MAIRET_ILLUSTRECORSAIRE.xml	
LE MARIAGE D'OROONDATE ET DE STATIRA, OU LA CONCLUSION DE CASSANDRE, TRAGI-COMÉDIE	MAGNON, Jean (1620-1662)	1648	cc-by-nc-sa	theatre	tragicomedy	verse	yes	16347	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MAGNON_MARIAGEOROONDATE.xml	
EUPHÉMIE OU LE COMPLIMENT IMPROVISÉ, DIALOGUE.	Eugène GONNET (abbé, 18..-18..)	1858	cc-by-nc-sa	theatre	other	verse	yes	970	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/GONNET_EUPHEMIE.xml	
DAVID, OU L'ADULTÈRE TRAGÉDIE	MONTCHRESTIEN Antoine de (1575?-1621)	1601	ARR	theatre	tragedy	verse	yes	11519	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MONTCHRETIEN_DAVID.xml	
ABRAHAM SACRIFIANT, TRAGÉDIE.	BEZE, Théodore	1550	cc-by-nc-sa	theatre	tragedy	verse	yes	7901	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/BEZE_ABRAHAM.xml	
LE NAUFRAGE, OU LA POMPE FUNÈBRE DE CRISPIN, COMÉDIE.	LAFONT, Joseph de	1710	cc-by-nc-sa	theatre	comedy	verse	yes	5493	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/LAFONT_NAUFRAGE.xml	
VOYAGE DANS MES POCHES, COMÉDIE.	MONSELET, Charles	1881	cc-by-nc-sa	theatre	comedy	verse	yes	1621	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MONSELET_VOYAGEDANSMESPOCHES.xml	
LE RÉVEIL D'ÉPIMÉNIDE À PARIS COMÉDIE EN UN ACTE, EN VERS.	CARBON DE FLINS, Claude de	1790	cc-by-nc-sa	theatre	comedy	verse	yes	6779	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/CARBONDEFLINS_REVEILEPIMENIDE.xml	
ZIMAN ET ZENISE, COMÉDIE	GRAFFIGNY, Françoise de (1695-1758)	1770	cc-by-nc-sa	theatre	comedy	prose	yes	5507	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/GRAFFIGNY_ZIMANZENISE.xml	
LES ACCIDENTS OU LES ABBÉS, COMÉDIE.	Charles COLLÉ (1709-1783)	1909	cc-by-nc-sa	theatre	comedy	prose	yes	8659	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/COLLE_ACCIDENTS.xml	
L'AMANT RIDICULE, COMÉDIE REPRÉSENTÉE DANS LE BALLET DU ROI	François de BOISROBERT (1592-1662)	1655	cc-by-nc-sa	theatre	comedy	verse	yes	2225	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/BOISROBERT_AMANTRIDICULE.xml	
LE PORTRAIT DU PEINTRE, OU LA CONTRE-CRITIQUE DE L'ÉCOLE DES FEMMES, COMÉDIE.	Edme BOURSAULT (1638-1701)	1663	cc-by-nc-sa	theatre	comedy	verse	yes	6446	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/BOURSAULT_PORTRAITDUPEINTRE.xml	
ARLEQUIN JALOUX	COUPIGNY, André-François de	1797	cc-by-nc-sa	theatre	comedy	prose	yes	4365	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/COUPIGNY_ARLEQUINJALOUX.xml	
MON AMI NAZE, COMÉDIE.	ARÈNE, Paul	1881	cc-by-nc-sa	theatre	other	prose	yes	954	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/ARENE_NAZE.xml	
L'ÉPREUVE, COMÉDIE.	MARIVAUX, Pierre de (1688-1763)	1740	cc-by-nc-sa	theatre	comedy	mixed	yes	10596	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MARIVAUX_EPREUVE.xml	
LA CÉLIANE, TRAGI-COMÉDIE	ROTROU, Jean (1609-1650)	1637	cc-by-nc-sa	theatre	tragicomedy	verse	yes	16546	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/ROTROU_CELIANE.xml	
LA BELLE ÉGYPTIENNE, COMÉDIE	SALLEBRAY, Monsieur de (16..-16..)	1640	cc-by-nc-sa	theatre	tragicomedy	verse	yes	16643	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/SALLEBRAY_BELLEEGYPTIENNE.xml	
LA VEUVE DU MALABAR, ou L'empire des coutumes.	LE MIERRE, Antoine-Marin	1770	cc-by-nc-sa	theatre	tragedy	verse	yes	13458	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/LEMIERRE_VEUVEMALABAR.xml	
MOLIÈRE EN BONNE FORTUNE, COMÉDIE EN UN ACTE ET EN VERS	Émile BLÉMONT (1839-1927)	1897	cc-by-nc-sa	theatre	other	verse	yes	5599	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/BLEMONT_MOLIEREENBONNEFORTUNE.xml	
MÉDÉE, TRAGÉDIE	CORNEILLE, Pierre (1606-1684)	1639	cc-by-nc-sa	theatre	tragedy	verse	yes	14403	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/CORNEILLEP_MEDEE39.xml	
AÉTIUS, TRAGÉDIE	CAMPISTRON, Jean Galbert de (1656-1713)	1685	cc-by-nc-sa	theatre	tragedy	verse	yes	10043	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/CAMPISTRON_AETIUS.xml	
LES DEUX TIMIDES, COMÉDIE VAUDEVILLE.	Eugène LABICHE (1815-1888)	1860	ARR	theatre	comedy	prose	yes	7580	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/LABICHE-MICHEL_DEUXTIMIDES.xml	
MOLIÈRE CHEZ NINON OU LA LECTURE DE TARTUFFE, COMÉDIE EN UN ACTE ET EN VERS	CHAZET et DUBOIS	1802	cc-by-nc-sa	theatre	comedy	verse	yes	5834	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/CHAZETDUBOIS_MOLIERECHEZNINON.xml	
PANDOSTE OU LA PRINCESSE MALHEUREUSE, TRAGÉDIE EN PROSE.	PUGET DE LA SERRE, Jean	1631	cc-by-nc-sa	theatre	tragedy	prose	yes	11201	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/PUGETDELASERRE_PANDOSTE_I.xml	
LA FOIRE DE BESONS, COMÉDIE.	DANCOURT, Florent CARTON dit	1694	cc-by-nc-sa	theatre	comedy	mixed	yes	10168	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/DANCOURT_FOIREDEBESONS.xml	
L'HABIT VERT, PROVERBE	MUSSET, Alfred de ; AUGIER, Émile	1858	cc-by-nc-sa	theatre	comedy	prose	yes	6150	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MUSSET-AUGIER_HABITVERT.xml	
LE PARASITE, COMÉDIE	TRISTAN L'HERMITE, François	1654	cc-by-nc-sa	theatre	comedy	verse	yes	17632	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/TRISTAN_PARASITE.xml	
LES BONS, COMÉDIE	Louis Carrogis de CARMONTELLE (1717-1806)	1768	cc-by-nc-sa	theatre	other	prose	yes	2296	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/CARMONTELLE_BONS.xml	
PYRRHUS, TRAGÉDIE	Prosper Jolyot de CRÉBILLON (1674-1762)	1726	cc-by-nc-sa	theatre	tragedy	verse	yes	15511	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/CREBILLON_PYRRHUS.xml	
LE DÉNOUEMENT IMPRÉVU, COMÉDIE.	MARIVAUX, Pierre de (1688-1763)	1727	cc-by-nc-sa	theatre	comedy	prose	yes	7885	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MARIVAUX_DENOUEMENTIMPREVU.xml	
ALZATE ou LE LE PRÉJUGÉ DÉTRUIT	GAZON-DORUXIGNÉ, Sébastien-Marie-Mathurin	1752	cc-by-nc-sa	theatre	comedy	verse	yes	6067	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/DORUXIGNE_ALZATE.xml	
ATTILIE, TRAGÉDIE.	LEGOUVÉ, Jean-Baptiste	1776	cc-by-nc-sa	theatre	tragedy	verse	yes	15214	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/LEGOUVE_ATTILIE.xml	
TACHMAS, TRAGÉDIE	CAMPISTRON, Jean Galbert de (1656-1713)	1685	cc-by-nc-sa	theatre	tragedy	verse	yes	3894	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/CAMPISTRON_TACHMAS.xml	
ZAÏRE, TRAGÉDIE	VOLTAIRE (1694-1778)	1732	cc-by-nc-sa	theatre	tragedy	verse	yes	14867	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/VOLTAIRE_ZAIRE.xml	
UNE FAUSSE INVITE OU LE PIANO DE BERTHE, COMÉDIE	P. G.	1889	cc-by-nc-sa	theatre	comedy	verse	yes	6743	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/PG_FAUSSEINVITE.xml	
AMASIS, TRAGÉDIE	LA GRANGE CHANCEL, François-Joseph	1701	cc-by-nc-sa	theatre	tragedy	verse	yes	13779	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/LAGRANGECHANCEL_AMASIS.xml	
ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	Anne Mauduit de FATOUVILLE	1725	ARR	theatre	comedy	prose	yes	10990	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE.xml	
LA FRIVOLITÉ, COMÉDIE.	BOISSY, Louis de  (1694-1758)	1753	cc-by-nc-sa	theatre	comedy	verse	yes	6255	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/BOISSY_FRIVOLITE.xml	
LOU SUPPLICE D'UN PAYSAN, COMÉDIE.	BLANC, Théodore (1840-1880)	1865	cc-by-nc-sa	theatre	other	verse	yes	1792	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/BLANC_SUPPLICEDUNPAYSAN.xml	
AJAX, TRAGÉDIE.	SOPHOCLE	1877	cc-by-nc-sa	theatre	tragedy	prose	yes	11878	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/SOPHOCLE_AJAX.xml	
ORPHÉE, OU ARLEQUIN AUX ENFERS, DIVERTISSEMENT.	FUZELIER, Louis	1711	ARR	theatre	other	verse	yes	849	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/FUZELIER_ORPHEE.xml	
SOPHONISBE, TRAGÉDIE	CORNEILLE, Pierre (1606-1684)	1663	cc-by-nc-sa	theatre	tragedy	verse	yes	18102	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/CORNEILLEP_SOPHONISBE.xml	
OMPHALE, TRAGÉDIE	Antoine de LA MOTTE (1672-1731)	1752	ARR	theatre	tragedy	verse	yes	7592	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/LAMOTTE_OMPHALE.xml	
ODÉINA OU LA CANADIENNE, COMÉDIE-VAUDEVILLE	Félix-Auguste DUVERT (1795-1876)	1827	cc-by-nc-sa	theatre	comedy	mixed	yes	7572	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/DUVERT-XAVIER_ODEINA.xml	
LA GUERRE COMIQUE OU LA DÉFENSE DE L'ÉCOLE DES FEMMES, COMÉDIE	LA CROIX, Jean de	1664	cc-by-nc-sa	theatre	comedy	verse	yes	10500	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/LACROIX_GUERRECOMIQUE.xml	
LES DEUX MÉDECINES dans LES JEUX DE LA PETITE THALIE, PROBERBES	MOISSY, Alexandre-Guillaume de  (1712-1777)	1769	cc-by-nc-sa	theatre	other	prose	yes	3374	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MOISSY_DEUXMEDECINES.xml	
SGANARELLE ou Le COCU IMAGINAIRE, COMÉDIE	MOLIERE, Jean-Baptiste Posquelin dit (1622-1673)	1660	cc-by-nc-sa	theatre	comedy	verse	yes	11949	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MOLIERE_SGANARELLE.xml	
LA CARTHAGINOISE, OU LA LIBERTÉ	MONTCHRESTIEN Antoine de (1575?-1621)	1601	cc-by-nc-sa	theatre	tragedy	verse	yes	15041	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MONTCHRETIEN_CARTHAGINOISE.xml	
EURIMÉDON OU L'ILLUSTRE PIRATE. TRAGI-COMÉDIE.	DESFONTAINES, Nicolas-Marie dit	1637	cc-by-nc-sa	theatre	tragicomedy	verse	yes	16338	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/DESFONTAINES_EURIMEDON.xml	
TEL MAÎTRE, TEL VALET, PROVERBE.	DURANT, Catherine (16..-1736)	1699	cc-by-nc-sa	theatre	other	prose	yes	1406	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/DURANT_TELMAITRETELVALET.xml	
LA FIÈVRE DE PALMERIN, PASTORALE HÉROÏQUE.	SAINT-GILLES LENFANT, Charles de (16..-1708)	1709	cc-by-nc-sa	theatre	other	verse	yes	1425	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/SAINT-GILLES_FIEVREPALMERIN.xml	
NUIT DE NOCES, COMÉDIE.	Jules LAFORGUE (1860-1887)	1927	cc-by-nc-sa	theatre	comedy	prose	yes	1778	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/LAFORGUE_NUITDENOCES.xml	
LA DEVINERESSE, OU LES FAUX ENCHANTEMENTS, COMÉDIE	DONNEAU DE VIZÉ, Jean (1638-1710)	1680	cc-by-nc-sa	theatre	comedy	prose	yes	30147	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/DONNEAUDEVISE-CORNEILLE_DEVINERESSE.xml	
LE PROCÈS, OU RACINE CONCILIATEUR, COMÉDIE	VANDER-BURCH, Émile (1794-1854)	1822	cc-by-nc-sa	theatre	comedy	mixed	yes	4649	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/VANDER-BURCH_PROCESRACINECONCILIATEUR.xml	
LE JUS DU PELERIN	(anonyme)	1834	cc-by-nc-sa	theatre	comedy	prose	yes	1097	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/ANONYME_JUSDUPELERIN.xml	
ADAM, MYSTÈRE	(anonyme)	1170	cc-by-nc-sa	theatre	other	verse	yes	11656	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/ANONYME_ADAM.xml	
LES DEUX PÂTÉS, COMÉDIE-PROVERBE.	GARNIER, Charles-Georges-Thomas	1785	cc-by-nc-sa	theatre	other	prose	yes	2970	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/GARNIERT_DEUXPATES.xml	
LE MARTYRE DE SAINTE CATHERINE, TRAGÉDIE	PUGET DE LA SERRE, Jean	1643	cc-by-nc-sa	theatre	tragedy	prose	yes	10853	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/PUGETDELASERRE_MARTYRESAINTECATHERINE.xml	
LA GAZETTE, COMÉDIE	DANCOURT (1661-1725)	1693	cc-by-nc-sa	theatre	comedy	prose	yes	7097	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/DANCOURT_GAZETTE.xml	
MOLIÈRE À QUÉBEC, COMÉDIE	FIEVRE, Paul (1958-20??)	2017	cc-by-nc-sa	theatre	comedy	prose	yes	9056	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/FIEVRE_MOLIEREAQUEBEC.xml	
GUILLAUME TELL.	LE MIERRE, Antoine-Marin	1767	cc-by-nc-sa	theatre	tragedy	verse	yes	10266	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/LEMIERRE_GUILLAUMETELL.xml	
ÉDOUARD, TRAGI-COMÉDIE.	LA CALPRENEDE, Gautier Costes de	1640	cc-by-nc-sa	theatre	tragicomedy	verse	yes	16599	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/LACALPRENEDE_EDOUARD.xml	
CLOTILDE, TRAGÉDIE.	Claude BOYER (1618-1698)	1659	cc-by-nc-sa	theatre	tragedy	verse	yes	18036	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/BOYER_CLOTILDE.xml	
LA MALADE SANS MALADIE, COMÉDIE	DU FRESNY, Charles Rivière	1699	cc-by-nc-sa	theatre	comedy	prose	yes	13074	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/DUFRESNY_MALADESANSMALADIE.xml	
LA COMÉDIE SANS TITRE, COMÉDIE.	Edme BOURSAULT (1638-1701)	1694	cc-by-nc-sa	theatre	comedy	verse	yes	16994	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/BOURSAULT_COMEDIESANSTITRE.xml	
ON NE CONNAIT PAS LE VIN AU CERCLE, PROVERBE.	DURANT, Catherine (16..-1736)	1699	cc-by-nc-sa	theatre	other	prose	yes	1998	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/DURANT_ONNECONNAITPASLEVIN.xml	
À BAS MOLIÈRE, PIÈCE EN UN ACTE.	MERLE et DESESSARTS	1809	cc-by-nc-sa	theatre	other	mixed	yes	6749	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MERLE_ABASMOLIERE.xml	
MADAME DE VALDAUNAIE, OU UN AMOUR DÉDAIGNÉ, COMÉDIE.	Charles de BERNARD (1804-1850)	1855	cc-by-nc-sa	theatre	comedy	prose	yes	11849	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/BERNARDC_MADAMEDEVAULDENAIE.xml	
LE PRINCE DÉGUISÉ, TRAGI-COMÉDIE	SCUDERY, Georges de (1601-1667)	1636	cc-by-nc-sa	theatre	tragicomedy	verse	yes	15395	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/SCUDERY_PRINCEDEGUISE.xml	
LE JEUNE MARIUS, TRAGÉDIE	Claude BOYER (1618-1698)	1670	ARR	theatre	tragedy	verse	yes	16319	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/BOYER_JEUNEMARIUS.xml	
LES DEUX PUCELLES, TRAGI-COMÉDIE	Jean de ROTROU (1609-1650)	1639	cc-by-nc-sa	theatre	tragicomedy	verse	yes	17701	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/ROTROU_DEUXPUCELLES.xml	
PÉNÉLOPE, TRAGÉDIE EN CINQ ACTES.	GENEST, Claude-Charles (1639-1719)	1703	cc-by-nc-sa	theatre	tragedy	verse	yes	16875	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/GENEST_PENELOPE.xml	
LE HURON, COMÉDIE-VAUDEVILLE	MARMONTEL, Jean-François (1723-1799)	1768	cc-by-nc-sa	theatre	comedy	verse	yes	6903	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MARMONTEL_HURON.xml	
LA FILLE MAL GARDÉE, OU LE PÉDANT AMOUREUX, PARODIE DE LA PROVENÇALE.	Charles-Simon FAVART (1710-1792)	1758	cc-by-nc-sa	theatre	other	mixed	yes	4807	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/FAVART_LAFILLEMALGARDEE.xml	
LE LÉGATAIRE UNIVERSEL, COMÉDIE	REGNARD, Jean-François (1655-1709)	1704	cc-by-nc-sa	theatre	comedy	verse	yes	21195	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/REGNARD_LEGATAIRE.xml	
LES ACTEURS DE BONNE FOI, COMÉDIE	MARIVAUX, Pierre de (1688-1763)	1757	cc-by-nc-sa	theatre	comedy	prose	yes	6943	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MARIVAUX%20_ACTEURSDEBONNEFOI.xml	
LE COLIS, MONOLOGUE.	Georges FEYDEAU (1862-1921)	1885	cc-by-nc-sa	theatre	other	verse	yes	1400	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/FEYDEAU_COLIS.xml	
TIBÈRE, TRAGÉDIE	PELLEGRIN, Simon-Joseph, Abbé	1727	cc-by-nc-sa	theatre	tragedy	verse	yes	13992	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/PELLEGRIN_TIBERE.xml	
LA MARCHANDE DE MODES, COMÉDIE	GENLIS, Stéphanie-Félicité Du Crest de (1746-1830)	1829	cc-by-nc-sa	theatre	comedy	prose	yes	4819	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/GENLIS_MARCHANDEDEMODES.xml	
LES ABDERITES, COMÉDIE	François-Augustin Paradis de MONCRIF	1737	cc-by-nc-sa	theatre	comedy	verse	yes	5275	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MONCRIF_ABDERITES.xml	
AGIS, TRAGÉDIE.	LAIGNELOT, Joseph-François	1782	cc-by-nc-sa	theatre	tragedy	verse	yes	11714	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/LAIGNELOT_AGIS.xml	
NOUVEAUX DIALOGUES DES MORTS, DIALOGUE PREMIER	MILLEVOYE, Charles (1782-1816)	1827	cc-by-nc-sa	theatre	other	verse	yes	761	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/MILLEVOYE_DIALOGUELUCIENBOILEAU.xml	
LE FRANÇAIS EN HURONIE, COMÉDIE	DUMANIANT, Antoine-Jean Bourlin dit (1752-1828)	1787	cc-by-nc-sa	theatre	comedy	verse	yes	5658	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/DUMANIANT_FRANCAISENHURONIE_1787.xml	
LA GOUVERNANTE, COMÉDIE.	NIVELLE de la CHAUSSÉE, Pierre	1773	cc-by-nc-sa	theatre	comedy	verse	yes	16324	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/NIVELLE_GOUVERNANTE.xml	
BÉVERLEI, DRAME	SAURIN, Bernard-Joseph (1706-1781)	1821	cc-by-nc-sa	theatre	other	verse	yes	13340	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/SAURIN_BEVERLEI.xml	
PLUTUS, COMÉDIE.	LEGRAND, Marc-Antoine (1673-1728)	1770	cc-by-nc-sa	theatre	comedy	verse	yes	8837	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/LEGRAND_PLUTUS.xml	
LE CARNAVAL DU BARON DE PAPAVER, PROVERBE	P. G.	1889	cc-by-nc-sa	theatre	other	verse	yes	2716	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/PG_CARNAVALDUBARON.xml	
CORIOLAN, TRAGÉDIE.	ABEILLE, Gaspard (1648-1718)	1676	cc-by-nc-sa	theatre	tragedy	verse	yes	16266	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/ABEILLE_CORIOLAN.xml	
PHOCION, TRAGÉDIE	Jean Galbert de CAMPISTRON (1656-1713)	1688	cc-by-nc-sa	theatre	tragedy	verse	yes	10595	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/CAMPISTRON_PHOCION.xml	
LA GALERIE DU PALAIS ou L'AMIE RIVALE	CORNEILLE, Pierre (1606-1684)	1637	cc-by-nc-sa	theatre	comedy	verse	yes	16752	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/CORNEILLEP_GALERIEDUPALAIS.xml	
VASTA, REINE DE BORDÉLIE, TRAGÉDIE	PIRON, Alexis (1689-1773)	1772	cc-by-nc-sa	theatre	tragedy	verse	yes	2892	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/PIRON_VASTA.xml	
LES AMOURS DE NANTERRE, COMÈDIE.	DORNEVAL, Jacques-Philippe d'ORNEVAL dit	1763	cc-by-nc-sa	theatre	other	mixed	yes	5819	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/DORNEVALLESAGE_AMOURSDENANTERRE.xml	
SCIPION L'AFRICAIN, TRAGÉDIE	PRADON, Nicolas	1697	cc-by-nc-sa	theatre	tragedy	verse	yes	12792	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/PRADON_SCIPION.xml	
TOUT À BROWN-SÉQUARD !..., MONOLOGUE.	FEYDEAU, Georges (1862-1921)	1887	cc-by-nc-sa	theatre	other	prose	yes	1618	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/FEYDEAU_TOUTABROWNSEQUARD.xml	
ADRIEN, TRAGÉDIE	CAMPISTRON, Jean Galbert de (1656-1713)	1683	cc-by-nc-sa	theatre	tragedy	verse	yes	13057	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/TheatreClassique/CAMPISTRON_ADRIEN.xml	
